"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Cedar Rapids, IA","16300","2020-02-03",35,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-04",23,"Good","Ozone","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-05",20,"Good","Ozone","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-06",36,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-07",48,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-08",29,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-09",50,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-10",63,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-11",46,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-12",30,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-13",28,"Good","Ozone","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-14",30,"Good","Ozone","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-15",40,"Good","SO2","19-113-0041",2
"Cedar Rapids, IA","16300","2020-02-16",52,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-17",59,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-18",41,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-19",35,"Good","Ozone","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-20",64,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-21",32,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-22",35,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-23",39,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-24",35,"Good","Ozone","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-25",35,"Good","Ozone","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-26",33,"Good","Ozone","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-27",35,"Good","Ozone","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-28",37,"Good","Ozone","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-29",51,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-03-01",43,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-02",32,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-03",36,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-04",38,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-05",34,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-06",37,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-07",60,"Moderate","SO2","19-113-0041",3
"Cedar Rapids, IA","16300","2020-03-08",62,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-09",54,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-10",46,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-11",56,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-12",56,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-13",34,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-14",33,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-15",31,"Good","Ozone","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-16",45,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-03-17",35,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-18",48,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-19",27,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-20",31,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-21",33,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-22",45,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-23",42,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-24",55,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-25",47,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-26",40,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-27",50,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-28",30,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-03-29",37,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-30",43,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-03-31",37,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-01",41,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-02",45,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-03",32,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-04",38,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-05",48,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-06",51,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-07",57,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-08",55,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-09",36,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-10",39,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-11",65,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-12",50,"Good","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-13",38,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-14",36,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-15",37,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-16",40,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-17",40,"Good","Ozone","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-18",43,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-19",43,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-20",40,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-21",40,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-22",45,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-23",55,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-24",71,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-25",56,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-26",55,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-27",55,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-28",52,"Moderate","PM2.5","19-113-0040",3
"Cedar Rapids, IA","16300","2020-04-29",35,"Good","Ozone","19-113-0033",3
"Cedar Rapids, IA","16300","2020-04-30",42,"Good","Ozone","19-113-0040",2
"Centralia, WA","16500","2020-01-01",11,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-02",14,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-03",13,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-04",15,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-05",13,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-06",5,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-07",8,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-08",16,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-09",22,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-10",11,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-11",14,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-12",11,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-13",22,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-14",13,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-15",8,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-16",16,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-17",23,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-18",10,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-19",25,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-20",33,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-21",17,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-22",10,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-23",7,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-24",11,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-25",13,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-26",13,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-27",13,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-28",11,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-29",14,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-30",12,"Good","PM2.5","53-041-0004",1
"Centralia, WA","16500","2020-01-31",6,"Good","PM2.5","53-041-0004",1
"Champaign-Urbana, IL","16580","2020-01-01",28,"Good","Ozone","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-01-02",26,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-03",39,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-04",52,"Moderate","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-01-05",47,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-06",33,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-07",23,"Good","Ozone","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-01-08",25,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-09",26,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-10",27,"Good","Ozone","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-01-11",29,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-12",30,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-13",37,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-01-14",48,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-15",40,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-16",34,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-01-17",25,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-18",30,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-19",37,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-01-20",45,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-21",56,"Moderate","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-22",53,"Moderate","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-01-23",48,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-24",33,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-25",37,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-01-26",32,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-27",53,"Moderate","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-28",34,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-01-29",28,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-30",56,"Moderate","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-01-31",54,"Moderate","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-01",48,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-02",24,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-03",31,"Good","Ozone","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-02-04",28,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-05",27,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-06",31,"Good","Ozone","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-02-07",35,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-08",55,"Moderate","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-09",39,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-02-10",52,"Moderate","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-11",42,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-12",38,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-13",39,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-14",40,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-15",34,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-02-16",36,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-17",43,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-18",42,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-02-19",31,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-20",32,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-21",33,"Good","Ozone","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-02-22",38,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-23",42,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-24",29,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-02-25",37,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-26",32,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-27",32,"Good","Ozone","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-02-28",34,"Good","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-02-29",35,"Good","Ozone","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-03-01",31,"Good","PM2.5","17-019-0006",2
"Champaign-Urbana, IL","16580","2020-03-04",12,"Good","PM2.5","17-019-0006",2
"Champaign-Urbana, IL","16580","2020-03-07",24,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-03-10",33,"Good","PM2.5","17-019-0006",2
"Champaign-Urbana, IL","16580","2020-03-13",51,"Moderate","PM2.5","17-019-1001",1
"Champaign-Urbana, IL","16580","2020-03-16",35,"Good","PM2.5","17-019-0006",2
"Champaign-Urbana, IL","16580","2020-03-19",14,"Good","PM2.5","17-019-0006",2
"Champaign-Urbana, IL","16580","2020-03-22",33,"Good","PM2.5","17-019-0006",2
"Champaign-Urbana, IL","16580","2020-03-25",37,"Good","PM2.5","17-019-0006",2
"Champaign-Urbana, IL","16580","2020-03-28",48,"Good","PM2.5","17-019-1001",2
"Champaign-Urbana, IL","16580","2020-03-31",30,"Good","PM2.5","17-019-0006",2
"Charleston, WV","16620","2020-01-01",34,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-02",27,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-03",25,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-04",21,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-05",29,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-06",30,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-07",27,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-08",31,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-09",26,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-10",32,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-11",32,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-12",24,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-13",32,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-14",33,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-15",27,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-16",30,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-17",26,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-18",33,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-19",32,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-20",41,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-21",37,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-22",50,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-23",52,"Moderate","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-24",31,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-25",23,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-26",29,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-27",45,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-28",38,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-29",33,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-01-30",25,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-01-31",50,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-02-01",34,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-02-02",37,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-03",38,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-04",40,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-05",24,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-06",16,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-07",31,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-08",32,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-09",31,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-10",31,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-11",20,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-02-12",40,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-02-13",30,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-14",33,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-02-15",32,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-16",37,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-17",38,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-02-18",34,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-02-19",43,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-02-20",34,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-21",37,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-02-22",38,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-23",40,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-24",40,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-25",32,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-26",33,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-27",33,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-28",35,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-02-29",39,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-01",40,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-02",38,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-03",41,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-04",44,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-05",31,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-06",32,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-07",36,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-08",38,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-09",44,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-10",37,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-11",29,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-12",38,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-13",41,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-14",35,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-15",31,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-16",27,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-03-17",31,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-03-18",29,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-19",35,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-03-20",38,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-21",29,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-22",33,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-23",27,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-24",34,"Good","Ozone","54-039-0020",1
"Charleston, WV","16620","2020-03-25",46,"Good","PM2.5","54-039-0020",1
"Charleston, WV","16620","2020-03-26",46,"Good","Ozone","54-039-0020",1
